,uri,start,end,ms,text_uri
0,0458Bayhaqi,668,681,2936,0852IbnHajarCasqalani.TahdhibTahdhib
1,0458Bayhaqi,948,960,2936,0852IbnHajarCasqalani.TahdhibTahdhib
0,0241IbnHanbal,1156,1173,3176,0852IbnHajarCasqalani.TahdhibTahdhib
1,0209AbuCubayda,990,1005,3176,0852IbnHajarCasqalani.TahdhibTahdhib
0,0241IbnHanbal,523,540,3641,0852IbnHajarCasqalani.TahdhibTahdhib
1,0241IbnHanbal,1377,1394,3641,0852IbnHajarCasqalani.TahdhibTahdhib
0,Anonymous,94,103,4234,0852IbnHajarCasqalani.TahdhibTahdhib
1,Anonymous,174,183,4234,0852IbnHajarCasqalani.TahdhibTahdhib
2,Anonymous,236,245,4234,0852IbnHajarCasqalani.TahdhibTahdhib
3,Anonymous,464,473,4234,0852IbnHajarCasqalani.TahdhibTahdhib
4,Anonymous,874,883,4234,0852IbnHajarCasqalani.TahdhibTahdhib
5,Anonymous,950,959,4234,0852IbnHajarCasqalani.TahdhibTahdhib
0,0458Bayhaqi,1199,1212,17,0852IbnHajarCasqalani.TalkhisHabir
1,0458Bayhaqi,1390,1402,17,0852IbnHajarCasqalani.TalkhisHabir
0,0458Bayhaqi,369,382,28,0852IbnHajarCasqalani.TalkhisHabir
1,0458Bayhaqi,943,955,28,0852IbnHajarCasqalani.TalkhisHabir
0,0458Bayhaqi,107,119,65,0852IbnHajarCasqalani.TalkhisHabir
1,0458Bayhaqi,1138,1150,65,0852IbnHajarCasqalani.TalkhisHabir
0,0458Bayhaqi,80,93,84,0852IbnHajarCasqalani.TalkhisHabir
1,0458Bayhaqi,720,732,84,0852IbnHajarCasqalani.TalkhisHabir
0,0458Bayhaqi,515,527,115,0852IbnHajarCasqalani.TalkhisHabir
1,0458Bayhaqi,592,604,115,0852IbnHajarCasqalani.TalkhisHabir
0,0241IbnHanbal,336,354,119,0852IbnHajarCasqalani.TalkhisHabir
1,0458Bayhaqi,1227,1240,119,0852IbnHajarCasqalani.TalkhisHabir
0,0458Bayhaqi,244,257,140,0852IbnHajarCasqalani.TalkhisHabir
1,0458Bayhaqi,1114,1126,140,0852IbnHajarCasqalani.TalkhisHabir
0,Anonymous,844,853,172,0852IbnHajarCasqalani.TalkhisHabir
1,0458Bayhaqi,883,895,172,0852IbnHajarCasqalani.TalkhisHabir
0,0241IbnHanbal,875,892,186,0852IbnHajarCasqalani.TalkhisHabir
1,0458Bayhaqi,1026,1039,186,0852IbnHajarCasqalani.TalkhisHabir
0,0458Bayhaqi,194,206,190,0852IbnHajarCasqalani.TalkhisHabir
1,0458Bayhaqi,880,893,190,0852IbnHajarCasqalani.TalkhisHabir
0,0458Bayhaqi,685,698,197,0852IbnHajarCasqalani.TalkhisHabir
1,0458Bayhaqi,980,992,197,0852IbnHajarCasqalani.TalkhisHabir
0,0458Bayhaqi,285,298,222,0852IbnHajarCasqalani.TalkhisHabir
1,0458Bayhaqi,1264,1276,222,0852IbnHajarCasqalani.TalkhisHabir
0,0458Bayhaqi,528,540,237,0852IbnHajarCasqalani.TalkhisHabir
1,0458Bayhaqi,668,680,237,0852IbnHajarCasqalani.TalkhisHabir
0,0458Bayhaqi,93,105,275,0852IbnHajarCasqalani.TalkhisHabir
1,0458Bayhaqi,569,581,275,0852IbnHajarCasqalani.TalkhisHabir
0,Anonymous,1145,1153,318,0852IbnHajarCasqalani.TalkhisHabir
1,0458Bayhaqi,1341,1353,318,0852IbnHajarCasqalani.TalkhisHabir
0,0458Bayhaqi,558,570,344,0852IbnHajarCasqalani.TalkhisHabir
1,0458Bayhaqi,1330,1343,344,0852IbnHajarCasqalani.TalkhisHabir
0,0458Bayhaqi,567,579,395,0852IbnHajarCasqalani.TalkhisHabir
1,0458Bayhaqi,1045,1057,395,0852IbnHajarCasqalani.TalkhisHabir
0,0458Bayhaqi,383,395,400,0852IbnHajarCasqalani.TalkhisHabir
1,0458Bayhaqi,1389,1401,400,0852IbnHajarCasqalani.TalkhisHabir
0,0458Bayhaqi,191,203,459,0852IbnHajarCasqalani.TalkhisHabir
1,0458Bayhaqi,359,371,459,0852IbnHajarCasqalani.TalkhisHabir
0,0458Bayhaqi,795,807,492,0852IbnHajarCasqalani.TalkhisHabir
1,0458Bayhaqi,906,918,492,0852IbnHajarCasqalani.TalkhisHabir
0,0458Bayhaqi,93,106,498,0852IbnHajarCasqalani.TalkhisHabir
1,0458Bayhaqi,206,218,498,0852IbnHajarCasqalani.TalkhisHabir
0,0458Bayhaqi,242,255,512,0852IbnHajarCasqalani.TalkhisHabir
1,0458Bayhaqi,1469,1481,512,0852IbnHajarCasqalani.TalkhisHabir
0,0241IbnHanbal,498,516,566,0852IbnHajarCasqalani.TalkhisHabir
1,0458Bayhaqi,217,229,566,0852IbnHajarCasqalani.TalkhisHabir
0,0458Bayhaqi,267,279,607,0852IbnHajarCasqalani.TalkhisHabir
1,0458Bayhaqi,836,848,607,0852IbnHajarCasqalani.TalkhisHabir
0,0458Bayhaqi,26,39,608,0852IbnHajarCasqalani.TalkhisHabir
1,0458Bayhaqi,55,67,608,0852IbnHajarCasqalani.TalkhisHabir
2,0458Bayhaqi,713,725,608,0852IbnHajarCasqalani.TalkhisHabir
0,0458Bayhaqi,402,414,616,0852IbnHajarCasqalani.TalkhisHabir
1,0458Bayhaqi,1314,1326,616,0852IbnHajarCasqalani.TalkhisHabir
0,0458Bayhaqi,330,343,622,0852IbnHajarCasqalani.TalkhisHabir
1,0458Bayhaqi,882,895,622,0852IbnHajarCasqalani.TalkhisHabir
0,0458Bayhaqi,478,490,625,0852IbnHajarCasqalani.TalkhisHabir
1,0458Bayhaqi,907,920,625,0852IbnHajarCasqalani.TalkhisHabir
2,0458Bayhaqi,1231,1243,625,0852IbnHajarCasqalani.TalkhisHabir
0,Anonymous,744,752,631,0852IbnHajarCasqalani.TalkhisHabir
1,0458Bayhaqi,921,933,631,0852IbnHajarCasqalani.TalkhisHabir
0,0458Bayhaqi,1086,1098,647,0852IbnHajarCasqalani.TalkhisHabir
1,0458Bayhaqi,1385,1397,647,0852IbnHajarCasqalani.TalkhisHabir
0,0458Bayhaqi,300,312,649,0852IbnHajarCasqalani.TalkhisHabir
1,0458Bayhaqi,829,841,649,0852IbnHajarCasqalani.TalkhisHabir
0,0241IbnHanbal,1279,1297,670,0852IbnHajarCasqalani.TalkhisHabir
1,0458Bayhaqi,881,893,670,0852IbnHajarCasqalani.TalkhisHabir
0,0458Bayhaqi,558,570,744,0852IbnHajarCasqalani.TalkhisHabir
1,0458Bayhaqi,715,727,744,0852IbnHajarCasqalani.TalkhisHabir
0,0458Bayhaqi,550,563,877,0852IbnHajarCasqalani.TalkhisHabir
1,0458Bayhaqi,729,741,877,0852IbnHajarCasqalani.TalkhisHabir
0,0458Bayhaqi,804,817,886,0852IbnHajarCasqalani.TalkhisHabir
1,0458Bayhaqi,1178,1191,886,0852IbnHajarCasqalani.TalkhisHabir
0,0458Bayhaqi,1156,1168,912,0852IbnHajarCasqalani.TalkhisHabir
1,0458Bayhaqi,1291,1303,912,0852IbnHajarCasqalani.TalkhisHabir
0,0458Bayhaqi,757,770,929,0852IbnHajarCasqalani.TalkhisHabir
1,0458Bayhaqi,1287,1300,929,0852IbnHajarCasqalani.TalkhisHabir
0,0458Bayhaqi,383,395,957,0852IbnHajarCasqalani.TalkhisHabir
1,0458Bayhaqi,659,672,957,0852IbnHajarCasqalani.TalkhisHabir
0,Anonymous,587,596,1054,0852IbnHajarCasqalani.TalkhisHabir
1,Anonymous,813,821,1054,0852IbnHajarCasqalani.TalkhisHabir
0,0458Bayhaqi,0,13,1108,0852IbnHajarCasqalani.TalkhisHabir
1,0458Bayhaqi,32,44,1108,0852IbnHajarCasqalani.TalkhisHabir
0,0458Bayhaqi,1133,1146,1128,0852IbnHajarCasqalani.TalkhisHabir
1,0458Bayhaqi,1322,1334,1128,0852IbnHajarCasqalani.TalkhisHabir
0,0458Bayhaqi,8,20,1137,0852IbnHajarCasqalani.TalkhisHabir
1,0458Bayhaqi,742,754,1137,0852IbnHajarCasqalani.TalkhisHabir
0,0458Bayhaqi,9,21,1145,0852IbnHajarCasqalani.TalkhisHabir
1,0458Bayhaqi,540,552,1145,0852IbnHajarCasqalani.TalkhisHabir
0,0458Bayhaqi,912,924,1153,0852IbnHajarCasqalani.TalkhisHabir
1,0458Bayhaqi,1032,1044,1153,0852IbnHajarCasqalani.TalkhisHabir
0,0458Bayhaqi,382,394,1158,0852IbnHajarCasqalani.TalkhisHabir
1,0458Bayhaqi,704,716,1158,0852IbnHajarCasqalani.TalkhisHabir
0,Anonymous,1193,1202,11,0852SirajDinIbnWardi.KharidatCajaib
1,AnonymousPlural,1193,1204,11,0852SirajDinIbnWardi.KharidatCajaib
0,Anonymous,1378,1387,196,0852SirajDinIbnWardi.KharidatCajaib
1,Anonymous,1431,1440,196,0852SirajDinIbnWardi.KharidatCajaib
2,Anonymous,1486,1495,196,0852SirajDinIbnWardi.KharidatCajaib
3,Anonymous,1535,1544,196,0852SirajDinIbnWardi.KharidatCajaib
0,Anonymous,36,45,197,0852SirajDinIbnWardi.KharidatCajaib
1,Anonymous,113,122,197,0852SirajDinIbnWardi.KharidatCajaib
2,Anonymous,162,171,197,0852SirajDinIbnWardi.KharidatCajaib
3,Anonymous,192,201,197,0852SirajDinIbnWardi.KharidatCajaib
0,Anonymous,1250,1258,226,0852SirajDinIbnWardi.KharidatCajaib
1,AnonymousPlural,1250,1260,226,0852SirajDinIbnWardi.KharidatCajaib
0,Anonymous,1450,1459,2,0854IbnCarabshah.CajaibMaqdur
1,AnonymousPlural,1450,1461,2,0854IbnCarabshah.CajaibMaqdur
0,Anonymous,559,568,19,0854IbnDiyaMakki.TarikhMakka
1,AnonymousPlural,559,570,19,0854IbnDiyaMakki.TarikhMakka
0,Anonymous,231,239,29,0854IbnDiyaMakki.TarikhMakka
1,AnonymousPlural,231,241,29,0854IbnDiyaMakki.TarikhMakka
0,0276IbnQutaybaDinawari,1319,1333,43,0854IbnDiyaMakki.TarikhMakka
1,0209AbuCubayda,677,691,43,0854IbnDiyaMakki.TarikhMakka
0,0420Musabbihi.AkhbarMisr,446,458,151,0854IbnDiyaMakki.TarikhMakka
1,0420Musabbihi.AkhbarMisr,1574,1587,151,0854IbnDiyaMakki.TarikhMakka
0,Anonymous,733,742,819,0854IbnMalak.SharhMasabih
1,Anonymous,770,779,819,0854IbnMalak.SharhMasabih
2,Anonymous,970,979,819,0854IbnMalak.SharhMasabih
3,Anonymous,1339,1348,819,0854IbnMalak.SharhMasabih
0,Anonymous,1262,1270,1356,0854IbnMalak.SharhMasabih
1,Anonymous,1458,1466,1356,0854IbnMalak.SharhMasabih
0,Anonymous,1325,1333,1434,0854IbnMalak.SharhMasabih
1,Anonymous,1432,1440,1434,0854IbnMalak.SharhMasabih
0,Anonymous,231,240,1464,0854IbnMalak.SharhMasabih
1,Anonymous,574,583,1464,0854IbnMalak.SharhMasabih
0,Anonymous,107,116,1671,0854IbnMalak.SharhMasabih
1,Anonymous,263,272,1671,0854IbnMalak.SharhMasabih
0,Anonymous,397,405,1829,0854IbnMalak.SharhMasabih
1,Anonymous,1005,1013,1829,0854IbnMalak.SharhMasabih
0,Anonymous,1270,1279,1938,0854IbnMalak.SharhMasabih
1,Anonymous,1301,1310,1938,0854IbnMalak.SharhMasabih
2,Anonymous,1332,1341,1938,0854IbnMalak.SharhMasabih
0,Anonymous,644,653,1939,0854IbnMalak.SharhMasabih
1,Anonymous,681,690,1939,0854IbnMalak.SharhMasabih
2,Anonymous,712,721,1939,0854IbnMalak.SharhMasabih
0,0350MuhammadKindi.WulatMisr,446,457,177,0855BadrDinCayni.CiqdJuman
1,0350MuhammadKindi.WulatMisr,654,666,177,0855BadrDinCayni.CiqdJuman
0,Anonymous,336,345,82,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,336,347,82,0855BadrDinCayni.CumdatQari
0,Anonymous,886,895,84,0855BadrDinCayni.CumdatQari
1,Anonymous,1094,1103,84,0855BadrDinCayni.CumdatQari
2,AnonymousPlural,886,897,84,0855BadrDinCayni.CumdatQari
3,AnonymousPlural,1094,1105,84,0855BadrDinCayni.CumdatQari
0,Anonymous,538,547,95,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,538,549,95,0855BadrDinCayni.CumdatQari
0,0276IbnQutaybaDinawari,633,648,115,0855BadrDinCayni.CumdatQari
1,0458IbnSidaMursi.MuhkamWaMuhit,1393,1407,115,0855BadrDinCayni.CumdatQari
0,Anonymous,518,527,119,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,518,529,119,0855BadrDinCayni.CumdatQari
0,0458IbnSidaMursi.MuhkamWaMuhit,977,991,152,0855BadrDinCayni.CumdatQari
1,0209AbuCubayda,850,865,152,0855BadrDinCayni.CumdatQari
0,0458IbnSidaMursi.MuhkamWaMuhit,734,748,182,0855BadrDinCayni.CumdatQari
1,0487Bakri,149,160,182,0855BadrDinCayni.CumdatQari
2,0209AbuCubayda,996,1010,182,0855BadrDinCayni.CumdatQari
0,0458IbnSidaMursi.MuhkamWaMuhit,25,39,188,0855BadrDinCayni.CumdatQari
1,0209AbuCubayda,1237,1252,188,0855BadrDinCayni.CumdatQari
0,Anonymous,1139,1148,220,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,1139,1150,220,0855BadrDinCayni.CumdatQari
0,Anonymous,1145,1154,237,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,1145,1156,237,0855BadrDinCayni.CumdatQari
0,0209AbuCubayda,789,804,280,0855BadrDinCayni.CumdatQari
1,0209AbuCubayda,1251,1266,280,0855BadrDinCayni.CumdatQari
0,Anonymous,652,661,448,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,652,663,448,0855BadrDinCayni.CumdatQari
0,0458IbnSidaMursi.MuhkamWaMuhit,559,572,489,0855BadrDinCayni.CumdatQari
1,0458IbnSidaMursi.MuhkamWaMuhit,1519,1533,489,0855BadrDinCayni.CumdatQari
0,0458IbnSidaMursi.MuhkamWaMuhit,615,629,527,0855BadrDinCayni.CumdatQari
1,0458IbnSidaMursi.MuhkamWaMuhit,922,936,527,0855BadrDinCayni.CumdatQari
0,Anonymous,1359,1368,533,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,1359,1370,533,0855BadrDinCayni.CumdatQari
0,Anonymous,1072,1081,747,0855BadrDinCayni.CumdatQari
1,Anonymous,1182,1191,747,0855BadrDinCayni.CumdatQari
2,AnonymousPlural,1072,1083,747,0855BadrDinCayni.CumdatQari
3,AnonymousPlural,1182,1193,747,0855BadrDinCayni.CumdatQari
0,Anonymous,1188,1197,805,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,1188,1199,805,0855BadrDinCayni.CumdatQari
0,0241IbnHanbal,68,86,828,0855BadrDinCayni.CumdatQari
1,0230IbnSacd.TabaqatKubra,485,501,828,0855BadrDinCayni.CumdatQari
0,Anonymous,1041,1050,1039,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,1041,1052,1039,0855BadrDinCayni.CumdatQari
0,Anonymous,144,153,1043,0855BadrDinCayni.CumdatQari
1,Anonymous,276,285,1043,0855BadrDinCayni.CumdatQari
2,AnonymousPlural,144,155,1043,0855BadrDinCayni.CumdatQari
3,AnonymousPlural,276,287,1043,0855BadrDinCayni.CumdatQari
0,Anonymous,1487,1496,1067,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,1487,1498,1067,0855BadrDinCayni.CumdatQari
0,0458Bayhaqi,414,427,1105,0855BadrDinCayni.CumdatQari
1,0458Bayhaqi,581,594,1105,0855BadrDinCayni.CumdatQari
0,Anonymous,1410,1419,1136,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,1410,1421,1136,0855BadrDinCayni.CumdatQari
0,0487AbuCubaydBakri.MucjamMaIstacjama,1306,1327,1211,0855BadrDinCayni.CumdatQari
1,0487Bakri,677,689,1211,0855BadrDinCayni.CumdatQari
2,0626YaqutHamawi,988,999,1211,0855BadrDinCayni.CumdatQari
0,Anonymous,798,807,1242,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,798,809,1242,0855BadrDinCayni.CumdatQari
0,0458IbnSidaMursi.MuhkamWaMuhit,731,744,1277,0855BadrDinCayni.CumdatQari
1,0458IbnSidaMursi.MuhkamWaMuhit,1300,1313,1277,0855BadrDinCayni.CumdatQari
0,0458IbnSidaMursi.MuhkamWaMuhit,1016,1030,1314,0855BadrDinCayni.CumdatQari
1,0458IbnSidaMursi.MuhkamWaMuhit,1358,1372,1314,0855BadrDinCayni.CumdatQari
0,Anonymous,785,794,1753,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,785,796,1753,0855BadrDinCayni.CumdatQari
0,Anonymous,591,600,1804,0855BadrDinCayni.CumdatQari
1,Anonymous,620,629,1804,0855BadrDinCayni.CumdatQari
2,AnonymousPlural,591,602,1804,0855BadrDinCayni.CumdatQari
3,AnonymousPlural,620,631,1804,0855BadrDinCayni.CumdatQari
0,Anonymous,102,111,1867,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,102,113,1867,0855BadrDinCayni.CumdatQari
0,Anonymous,1160,1169,1904,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,1160,1171,1904,0855BadrDinCayni.CumdatQari
0,0458IbnSidaMursi.MuhkamWaMuhit,250,263,1905,0855BadrDinCayni.CumdatQari
1,0458IbnSidaMursi.MuhkamWaMuhit,1016,1029,1905,0855BadrDinCayni.CumdatQari
0,0458IbnSidaMursi.MuhkamWaMuhit,826,839,1926,0855BadrDinCayni.CumdatQari
1,0209AbuCubayda,468,483,1926,0855BadrDinCayni.CumdatQari
0,0458Bayhaqi,679,692,2005,0855BadrDinCayni.CumdatQari
1,0458Bayhaqi,1443,1455,2005,0855BadrDinCayni.CumdatQari
0,0487AbuCubaydBakri.MucjamMaIstacjama,610,631,2018,0855BadrDinCayni.CumdatQari
1,0458IbnSidaMursi.MuhkamWaMuhit,298,311,2018,0855BadrDinCayni.CumdatQari
0,Anonymous,1382,1391,2027,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,1382,1393,2027,0855BadrDinCayni.CumdatQari
0,0458IbnSidaMursi.MuhkamWaMuhit,402,416,2186,0855BadrDinCayni.CumdatQari
1,0458IbnSidaMursi.MuhkamWaMuhit,532,546,2186,0855BadrDinCayni.CumdatQari
0,0276IbnQutaybaDinawari,903,918,2279,0855BadrDinCayni.CumdatQari
1,0458IbnSidaMursi.MuhkamWaMuhit,1328,1342,2279,0855BadrDinCayni.CumdatQari
0,Anonymous,377,386,2306,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,377,388,2306,0855BadrDinCayni.CumdatQari
0,0458IbnSidaMursi.MuhkamWaMuhit,469,483,2314,0855BadrDinCayni.CumdatQari
1,0487Bakri,1336,1348,2314,0855BadrDinCayni.CumdatQari
2,0626YaqutHamawi,1294,1305,2314,0855BadrDinCayni.CumdatQari
0,Anonymous,783,791,2322,0855BadrDinCayni.CumdatQari
1,0458Bayhaqi,935,948,2322,0855BadrDinCayni.CumdatQari
0,0458IbnSidaMursi.MuhkamWaMuhit,72,85,2452,0855BadrDinCayni.CumdatQari
1,0458IbnSidaMursi.MuhkamWaMuhit,895,909,2452,0855BadrDinCayni.CumdatQari
0,0487AbuCubaydBakri.MucjamMaIstacjama,1329,1349,2497,0855BadrDinCayni.CumdatQari
1,0458Bayhaqi,755,768,2497,0855BadrDinCayni.CumdatQari
0,0276IbnQutaybaDinawari,25,40,2511,0855BadrDinCayni.CumdatQari
1,0458IbnSidaMursi.MuhkamWaMuhit,50,64,2511,0855BadrDinCayni.CumdatQari
0,Anonymous,1211,1220,2547,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,1211,1222,2547,0855BadrDinCayni.CumdatQari
0,0209AbuCubayda,122,137,2561,0855BadrDinCayni.CumdatQari
1,0458Bayhaqi,65,78,2561,0855BadrDinCayni.CumdatQari
0,0230IbnSacd.TabaqatKubra,1383,1400,2566,0855BadrDinCayni.CumdatQari
1,0230IbnSacd.TabaqatKubra,1408,1425,2566,0855BadrDinCayni.CumdatQari
0,0458Bayhaqi,771,783,2653,0855BadrDinCayni.CumdatQari
1,0458Bayhaqi,1381,1393,2653,0855BadrDinCayni.CumdatQari
0,0150AbuHanifa,670,690,2668,0855BadrDinCayni.CumdatQari
1,0209AbuCubayda,616,631,2668,0855BadrDinCayni.CumdatQari
2,0282AbuHanifaDinawari.Nabat,1315,1345,2668,0855BadrDinCayni.CumdatQari
0,0487Bakri,988,999,2670,0855BadrDinCayni.CumdatQari
1,0626YaqutHamawi,1174,1185,2670,0855BadrDinCayni.CumdatQari
0,0458Bayhaqi,129,141,2802,0855BadrDinCayni.CumdatQari
1,0458Bayhaqi,503,515,2802,0855BadrDinCayni.CumdatQari
0,Anonymous,388,397,3290,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,388,399,3290,0855BadrDinCayni.CumdatQari
0,Anonymous,428,437,3443,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,428,439,3443,0855BadrDinCayni.CumdatQari
0,Anonymous,1393,1402,3514,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,1393,1404,3514,0855BadrDinCayni.CumdatQari
0,0276IbnQutaybaDinawari,507,522,3722,0855BadrDinCayni.CumdatQari
1,Anonymous,985,993,3722,0855BadrDinCayni.CumdatQari
0,Anonymous,582,591,3813,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,582,593,3813,0855BadrDinCayni.CumdatQari
0,0458Bayhaqi,345,357,3829,0855BadrDinCayni.CumdatQari
1,0458Bayhaqi,917,930,3829,0855BadrDinCayni.CumdatQari
0,0458Bayhaqi,762,775,3947,0855BadrDinCayni.CumdatQari
1,0458Bayhaqi,846,858,3947,0855BadrDinCayni.CumdatQari
0,Anonymous,1019,1028,4077,0855BadrDinCayni.CumdatQari
1,0458Bayhaqi,1184,1196,4077,0855BadrDinCayni.CumdatQari
0,Anonymous,765,774,4131,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,765,776,4131,0855BadrDinCayni.CumdatQari
0,0458Bayhaqi,189,202,4303,0855BadrDinCayni.CumdatQari
1,0458Bayhaqi,1299,1312,4303,0855BadrDinCayni.CumdatQari
0,0458IbnSidaMursi.MuhkamWaMuhit,242,256,4345,0855BadrDinCayni.CumdatQari
1,0458IbnSidaMursi.MuhkamWaMuhit,492,505,4345,0855BadrDinCayni.CumdatQari
0,0458Bayhaqi,809,821,4401,0855BadrDinCayni.CumdatQari
1,0458Bayhaqi,1301,1313,4401,0855BadrDinCayni.CumdatQari
0,Anonymous,107,115,4600,0855BadrDinCayni.CumdatQari
1,Anonymous,831,839,4600,0855BadrDinCayni.CumdatQari
0,0487Bakri,778,790,4634,0855BadrDinCayni.CumdatQari
1,0626YaqutHamawi,1246,1256,4634,0855BadrDinCayni.CumdatQari
0,Anonymous,466,475,4658,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,466,477,4658,0855BadrDinCayni.CumdatQari
0,0458Bayhaqi,250,262,4665,0855BadrDinCayni.CumdatQari
1,0458Bayhaqi,688,700,4665,0855BadrDinCayni.CumdatQari
2,0458Bayhaqi,1165,1177,4665,0855BadrDinCayni.CumdatQari
0,Anonymous,722,731,4754,0855BadrDinCayni.CumdatQari
1,0257IbnCabdHakam.FutuhMisr,673,692,4754,0855BadrDinCayni.CumdatQari
2,AnonymousPlural,722,733,4754,0855BadrDinCayni.CumdatQari
0,0241IbnHanbal,984,1001,4805,0855BadrDinCayni.CumdatQari
1,0458Bayhaqi,870,883,4805,0855BadrDinCayni.CumdatQari
0,0458Bayhaqi,424,437,4816,0855BadrDinCayni.CumdatQari
1,0458Bayhaqi,1425,1437,4816,0855BadrDinCayni.CumdatQari
0,0458IbnSidaMursi.MuhkamWaMuhit,833,847,4892,0855BadrDinCayni.CumdatQari
1,0282AbuHanifaDinawari.Nabat,1212,1242,4892,0855BadrDinCayni.CumdatQari
0,0198SufyanIbnCuyayna,673,693,4955,0855BadrDinCayni.CumdatQari
1,0458Bayhaqi,759,772,4955,0855BadrDinCayni.CumdatQari
0,Anonymous,679,688,5146,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,679,690,5146,0855BadrDinCayni.CumdatQari
0,0276IbnQutaybaDinawari,1089,1103,5167,0855BadrDinCayni.CumdatQari
1,0646IbnBaytarAndalusi.JamicLiMufradat,622,639,5167,0855BadrDinCayni.CumdatQari
2,0626YaqutHamawi,149,160,5167,0855BadrDinCayni.CumdatQari
0,0458Bayhaqi,1367,1380,5321,0855BadrDinCayni.CumdatQari
1,0458Bayhaqi,1410,1422,5321,0855BadrDinCayni.CumdatQari
0,Anonymous,1303,1311,5373,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,1303,1313,5373,0855BadrDinCayni.CumdatQari
0,Anonymous,376,385,5375,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,376,387,5375,0855BadrDinCayni.CumdatQari
0,Anonymous,241,250,5394,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,241,252,5394,0855BadrDinCayni.CumdatQari
0,0458Bayhaqi,605,618,5474,0855BadrDinCayni.CumdatQari
1,0458Bayhaqi,1433,1445,5474,0855BadrDinCayni.CumdatQari
0,Anonymous,352,361,5549,0855BadrDinCayni.CumdatQari
1,Anonymous,892,901,5549,0855BadrDinCayni.CumdatQari
2,AnonymousPlural,352,363,5549,0855BadrDinCayni.CumdatQari
3,AnonymousPlural,892,903,5549,0855BadrDinCayni.CumdatQari
0,0458Bayhaqi,511,524,5666,0855BadrDinCayni.CumdatQari
1,0458Bayhaqi,952,965,5666,0855BadrDinCayni.CumdatQari
0,Anonymous,841,850,5670,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,841,852,5670,0855BadrDinCayni.CumdatQari
0,0487Bakri,1299,1311,5742,0855BadrDinCayni.CumdatQari
1,0626YaqutHamawi,1410,1421,5742,0855BadrDinCayni.CumdatQari
0,0487Bakri,5,16,5754,0855BadrDinCayni.CumdatQari
1,0626YaqutHamawi,186,197,5754,0855BadrDinCayni.CumdatQari
0,Anonymous,1395,1404,5765,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,1395,1406,5765,0855BadrDinCayni.CumdatQari
0,Anonymous,974,983,5773,0855BadrDinCayni.CumdatQari
1,Anonymous,1085,1094,5773,0855BadrDinCayni.CumdatQari
2,AnonymousPlural,974,985,5773,0855BadrDinCayni.CumdatQari
3,AnonymousPlural,1085,1096,5773,0855BadrDinCayni.CumdatQari
0,0458Bayhaqi,267,279,5780,0855BadrDinCayni.CumdatQari
1,0458Bayhaqi,322,334,5780,0855BadrDinCayni.CumdatQari
0,Anonymous,864,873,5818,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,864,875,5818,0855BadrDinCayni.CumdatQari
0,0151IbnIshaq.Sira,8,27,5841,0855BadrDinCayni.CumdatQari
1,Anonymous,189,198,5841,0855BadrDinCayni.CumdatQari
2,AnonymousPlural,189,200,5841,0855BadrDinCayni.CumdatQari
0,0487Bakri,620,632,5908,0855BadrDinCayni.CumdatQari
1,0487Bakri,1228,1240,5908,0855BadrDinCayni.CumdatQari
0,Anonymous,1144,1153,5969,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,1144,1155,5969,0855BadrDinCayni.CumdatQari
0,0487Bakri,973,985,5996,0855BadrDinCayni.CumdatQari
1,0626YaqutHamawi,578,589,5996,0855BadrDinCayni.CumdatQari
0,Anonymous,999,1008,6055,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,999,1010,6055,0855BadrDinCayni.CumdatQari
0,0458IbnSidaMursi.MuhkamWaMuhit,987,1001,6101,0855BadrDinCayni.CumdatQari
